country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,podlaskie,69939,0.01,2147,944,2,1511,2021-07-01T00:00:00
PL,mazowieckie,396808,0.02,9428,5989,18,21811,2021-07-01T00:00:00
PL,wielkopolskie,285752,0.03,7357,2683,16,6482,2021-07-01T00:00:00
PL,śląskie,9818,0.03,1258,4553,25,6854,2021-07-01T00:00:00
PL,opolskie,69973,0.02,2052,950,3,1820,2021-07-01T00:00:00
PL,lubelskie,126967,0.01,4511,1851,5,3349,2021-07-01T00:00:00
PL,lubuskie,74049,0.03,2043,940,3,1806,2021-07-01T00:00:00
PL,podkarpackie,126670,0.01,4448,1922,13,2665,2021-07-01T00:00:00
PL,warmińsko-mazurskie,1984,0.02,207,1298,4,1516,2021-07-01T00:00:00
PL,pomorskie,192486,0.02,4477,2471,4,4878,2021-07-01T00:00:00
PL,świętokrzyskie,1952,0.03,348,1117,6,2069,2021-07-01T00:00:00
PL,łódzkie,5992,0.02,497,2781,14,6418,2021-07-01T00:00:00
PL,zachodniopomorskie,130012,0.04,2926,1550,7,2567,2021-07-01T00:00:00
PL,kujawsko-pomorskie,181147,0.04,4777,1683,11,2324,2021-07-01T00:00:00
PL,małopolskie,5563,0.02,583,2796,8,5511,2021-07-01T00:00:00
PL,dolnośląskie,7023,0.03,561,2655,16,6947,2021-07-01T00:00:00
