country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,warmińsko-mazurskie,14251,0.76,394,746,123,9450,2021-01-18T00:00:00
PL,opolskie,39507,1.27,1133,1014,136,4123,2021-01-18T00:00:00
PL,dolnośląskie,10867,0.54,383,1593,174,11609,2021-01-18T00:00:00
PL,kujawsko-pomorskie,98557,0.97,1958,1144,219,12893,2021-01-18T00:00:00
PL,wielkopolskie,146597,0.64,3510,1488,250,17419,2021-01-18T00:00:00
PL,zachodniopomorskie,73983,1.72,1333,1449,318,12197,2021-01-18T00:00:00
PL,małopolskie,8011,0.9,329,1584,322,8796,2021-01-18T00:00:00
PL,śląskie,16813,0.69,618,2195,363,13161,2021-01-18T00:00:00
PL,pomorskie,95639,1.99,1885,2845,508,15431,2021-01-18T00:00:00
PL,mazowieckie,175572,0.88,3929,5514,532,33462,2021-01-18T00:00:00
PL,podlaskie,38144,0.59,968,398,85,4829,2021-01-18T00:00:00
PL,świętokrzyskie,3175,0.59,137,853,88,2382,2021-01-18T00:00:00
PL,podkarpackie,63996,0.39,2042,683,95,5001,2021-01-18T00:00:00
PL,lubelskie,71952,0.41,2181,787,117,7363,2021-01-18T00:00:00
PL,łódzkie,13406,0.4,613,1097,123,10807,2021-01-18T00:00:00
PL,lubuskie,35041,0.98,824,719,110,5035,2021-01-18T00:00:00
