country,nuts_2,cases,deaths,datetime
PL,opolskie,1113,54,2020-07-25T00:00:00
PL,podkarpackie,1170,57,2020-07-25T00:00:00
PL,śląskie,15153,382,2020-07-25T00:00:00
PL,małopolskie,2962,50,2020-07-25T00:00:00
PL,dolnośląskie,3151,152,2020-07-25T00:00:00
PL,warmińsko-mazurskie,334,2,2020-07-25T00:00:00
PL,wielkopolskie,3560,192,2020-07-25T00:00:00
PL,lubuskie,357,7,2020-07-25T00:00:00
PL,łódzkie,3784,203,2020-07-25T00:00:00
PL,mazowieckie,6007,370,2020-07-25T00:00:00
PL,zachodniopomorskie,688,23,2020-07-25T00:00:00
PL,kujawsko-pomorskie,739,50,2020-07-25T00:00:00
PL,pomorskie,810,39,2020-07-25T00:00:00
PL,lubelskie,911,20,2020-07-25T00:00:00
PL,podlaskie,938,18,2020-07-25T00:00:00
PL,świętokrzyskie,945,45,2020-07-25T00:00:00
