country,nuts_2,cases,deaths,datetime
PL,warmińsko-mazurskie,,1,2020-06-13T00:00:00
PL,lubuskie,1,0,2020-06-13T00:00:00
PL,podkarpackie,16,38,2020-06-13T00:00:00
PL,dolnośląskie,17,125,2020-06-13T00:00:00
PL,małopolskie,18,40,2020-06-13T00:00:00
PL,opolskie,18,49,2020-06-13T00:00:00
PL,świętokrzyskie,2,26,2020-06-13T00:00:00
PL,śląskie,209,260,2020-06-13T00:00:00
PL,wielkopolskie,24,164,2020-06-13T00:00:00
PL,łódzkie,37,107,2020-06-13T00:00:00
PL,kujawsko-pomorskie,4,49,2020-06-13T00:00:00
PL,lubelskie,6,16,2020-06-13T00:00:00
PL,pomorskie,6,37,2020-06-13T00:00:00
PL,mazowieckie,66,297,2020-06-13T00:00:00
PL,zachodniopomorskie,7,19,2020-06-13T00:00:00
PL,podlaskie,9,9,2020-06-13T00:00:00
