country,nuts_2,cases,deaths,datetime
PL,śląskie,114025,1787,2020-11-20T00:00:00
PL,lubuskie,17484,258,2020-11-20T00:00:00
PL,podlaskie,21359,358,2020-11-20T00:00:00
PL,warmińsko-mazurskie,23722,320,2020-11-20T00:00:00
PL,opolskie,24177,496,2020-11-20T00:00:00
PL,świętokrzyskie,26038,470,2020-11-20T00:00:00
PL,zachodniopomorskie,29318,294,2020-11-20T00:00:00
PL,lubelskie,41586,751,2020-11-20T00:00:00
PL,podkarpackie,45491,949,2020-11-20T00:00:00
PL,pomorskie,45870,645,2020-11-20T00:00:00
PL,kujawsko-pomorskie,46487,470,2020-11-20T00:00:00
PL,łódzkie,55809,707,2020-11-20T00:00:00
PL,dolnośląskie,59434,871,2020-11-20T00:00:00
PL,wielkopolskie,82345,1227,2020-11-20T00:00:00
PL,małopolskie,86282,1500,2020-11-20T00:00:00
PL,mazowieckie,99835,1611,2020-11-20T00:00:00
