country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,kujawsko-pomorskie,181717,0.07,4798,2104,17,2490,2021-09-14T00:00:00
PL,warmińsko-mazurskie,2448,0.15,222,1699,22,1512,2021-09-14T00:00:00
PL,śląskie,11019,0.05,1288,5069,26,5435,2021-09-14T00:00:00
PL,wielkopolskie,286716,0.07,7389,2711,33,6304,2021-09-14T00:00:00
PL,podlaskie,70637,0.25,2156,1257,36,2103,2021-09-14T00:00:00
PL,zachodniopomorskie,130805,0.18,2942,2174,38,3159,2021-09-14T00:00:00
PL,podkarpackie,127585,0.15,4472,2608,37,2085,2021-09-14T00:00:00
PL,pomorskie,193375,0.14,4498,2747,36,4041,2021-09-14T00:00:00
PL,dolnośląskie,7964,0.13,596,3031,52,5933,2021-09-14T00:00:00
PL,opolskie,70295,0.04,2058,996,7,1710,2021-09-14T00:00:00
PL,łódzkie,6884,0.18,529,3471,53,6113,2021-09-14T00:00:00
PL,małopolskie,7148,0.15,613,3424,60,4594,2021-09-14T00:00:00
PL,lubuskie,74295,0.06,2059,1087,7,1744,2021-09-14T00:00:00
PL,lubelskie,128131,0.36,4541,2557,85,5187,2021-09-14T00:00:00
PL,świętokrzyskie,2274,0.07,371,1289,10,1329,2021-09-14T00:00:00
PL,mazowieckie,398846,0.16,9471,5975,93,23548,2021-09-14T00:00:00
