country,nuts_2,cases,deaths,datetime
PL,zachodniopomorskie,1075,27,2020-08-26T00:00:00
PL,kujawsko-pomorskie,1206,53,2020-08-26T00:00:00
PL,podlaskie,1245,29,2020-08-26T00:00:00
PL,świętokrzyskie,1343,49,2020-08-26T00:00:00
PL,lubelskie,1443,25,2020-08-26T00:00:00
PL,opolskie,1572,60,2020-08-26T00:00:00
PL,śląskie,20014,469,2020-08-26T00:00:00
PL,podkarpackie,2228,79,2020-08-26T00:00:00
PL,pomorskie,2258,44,2020-08-26T00:00:00
PL,dolnośląskie,3937,164,2020-08-26T00:00:00
PL,łódzkie,5110,233,2020-08-26T00:00:00
PL,wielkopolskie,5321,220,2020-08-26T00:00:00
PL,lubuskie,639,13,2020-08-26T00:00:00
PL,małopolskie,6756,119,2020-08-26T00:00:00
PL,warmińsko-mazurskie,784,7,2020-08-26T00:00:00
PL,mazowieckie,8871,403,2020-08-26T00:00:00
