country,nuts_2,cases,deaths,datetime
PL,lubuskie,1046,20,2020-10-01T00:00:00
PL,małopolskie,11501,197,2020-10-01T00:00:00
PL,mazowieckie,13008,449,2020-10-01T00:00:00
PL,warmińsko-mazurskie,1745,17,2020-10-01T00:00:00
PL,zachodniopomorskie,1869,36,2020-10-01T00:00:00
PL,podlaskie,2118,47,2020-10-01T00:00:00
PL,świętokrzyskie,2161,57,2020-10-01T00:00:00
PL,śląskie,22767,560,2020-10-01T00:00:00
PL,opolskie,2382,80,2020-10-01T00:00:00
PL,lubelskie,2786,42,2020-10-01T00:00:00
PL,kujawsko-pomorskie,2864,72,2020-10-01T00:00:00
PL,podkarpackie,3992,135,2020-10-01T00:00:00
PL,pomorskie,5130,83,2020-10-01T00:00:00
PL,dolnośląskie,5259,181,2020-10-01T00:00:00
PL,łódzkie,6868,278,2020-10-01T00:00:00
PL,wielkopolskie,7985,289,2020-10-01T00:00:00
