country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,lubuskie,74432,0.1,2059,985,13,2269,2021-09-24T00:00:00
PL,mazowieckie,399940,0.22,9481,5979,128,26762,2021-09-24T00:00:00
PL,opolskie,70428,0.13,2059,918,13,1864,2021-09-24T00:00:00
PL,lubelskie,129284,0.63,4561,2328,145,7244,2021-09-24T00:00:00
PL,warmińsko-mazurskie,2699,0.16,224,1095,23,1952,2021-09-24T00:00:00
PL,kujawsko-pomorskie,181961,0.16,4804,1765,41,2719,2021-09-24T00:00:00
PL,pomorskie,193702,0.14,4503,2097,37,4494,2021-09-24T00:00:00
PL,wielkopolskie,287098,0.12,7399,2567,46,6304,2021-09-24T00:00:00
PL,łódzkie,7369,0.19,539,2972,53,7342,2021-09-24T00:00:00
PL,podkarpackie,128059,0.24,4481,2339,64,2502,2021-09-24T00:00:00
PL,śląskie,11468,0.12,1290,4278,64,5516,2021-09-24T00:00:00
PL,dolnośląskie,8407,0.19,600,2652,65,6325,2021-09-24T00:00:00
PL,małopolskie,7722,0.16,629,3387,62,4595,2021-09-24T00:00:00
PL,świętokrzyskie,2366,0.05,379,1095,9,1459,2021-09-24T00:00:00
PL,podlaskie,71033,0.56,2162,1084,74,2424,2021-09-24T00:00:00
PL,zachodniopomorskie,131287,0.39,2950,1792,81,3779,2021-09-24T00:00:00
