country,nuts_2,cases,deaths,datetime
PL,lubelskie,11589,176,2020-10-26T00:00:00
PL,dolnośląskie,13808,273,2020-10-26T00:00:00
PL,kujawsko-pomorskie,14182,154,2020-10-26T00:00:00
PL,pomorskie,15665,225,2020-10-26T00:00:00
PL,podkarpackie,15817,333,2020-10-26T00:00:00
PL,łódzkie,19156,369,2020-10-26T00:00:00
PL,wielkopolskie,23074,517,2020-10-26T00:00:00
PL,małopolskie,33641,449,2020-10-26T00:00:00
PL,mazowieckie,36946,614,2020-10-26T00:00:00
PL,śląskie,38559,783,2020-10-26T00:00:00
PL,lubuskie,4993,45,2020-10-26T00:00:00
PL,warmińsko-mazurskie,6154,78,2020-10-26T00:00:00
PL,podlaskie,6181,100,2020-10-26T00:00:00
PL,zachodniopomorskie,7943,66,2020-10-26T00:00:00
PL,opolskie,7977,162,2020-10-26T00:00:00
PL,świętokrzyskie,8244,139,2020-10-26T00:00:00
