country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,warmińsko-mazurskie,2769,0.08,225,584,12,1448,2021-09-27T00:00:00
PL,kujawsko-pomorskie,182029,0.06,4806,823,27,2205,2021-09-27T00:00:00
PL,dolnośląskie,8500,0.06,600,1229,17,5742,2021-09-27T00:00:00
PL,łódzkie,7461,0.08,540,1322,22,6780,2021-09-27T00:00:00
PL,podlaskie,71156,0.17,2162,463,22,2268,2021-09-27T00:00:00
PL,śląskie,11603,0.04,1292,2250,24,4736,2021-09-27T00:00:00
PL,pomorskie,193774,0.09,4504,1454,26,4012,2021-09-27T00:00:00
PL,wielkopolskie,287187,0.07,7401,1238,27,5675,2021-09-27T00:00:00
PL,małopolskie,7861,0.08,630,2235,32,4023,2021-09-27T00:00:00
PL,lubuskie,74454,0.03,2059,504,4,2172,2021-09-27T00:00:00
PL,podkarpackie,128230,0.16,4483,1411,42,2209,2021-09-27T00:00:00
PL,opolskie,70447,0.04,2060,392,5,1794,2021-09-27T00:00:00
PL,zachodniopomorskie,131432,0.25,2953,913,50,3282,2021-09-27T00:00:00
PL,lubelskie,129608,0.28,4563,1077,68,6322,2021-09-27T00:00:00
PL,mazowieckie,400311,0.15,9484,3162,91,24715,2021-09-27T00:00:00
PL,świętokrzyskie,2384,0.07,379,676,9,1214,2021-09-27T00:00:00
