country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,lubuskie,74080,0.01,2050,417,1,1941,2021-07-26T00:00:00
PL,łódzkie,6129,0.0,510,1416,1,7023,2021-07-26T00:00:00
PL,opolskie,70014,0.01,2055,445,1,1924,2021-07-26T00:00:00
PL,mazowieckie,397142,0.03,9452,3233,20,24219,2021-07-26T00:00:00
PL,lubelskie,127112,0.01,4527,1205,3,4011,2021-07-26T00:00:00
PL,podkarpackie,126749,0.01,4460,1367,2,2902,2021-07-26T00:00:00
PL,warmińsko-mazurskie,2065,0.01,212,588,2,1707,2021-07-26T00:00:00
PL,kujawsko-pomorskie,181245,0.01,4785,970,3,2557,2021-07-26T00:00:00
PL,pomorskie,192614,0.01,4487,1484,5,4490,2021-07-26T00:00:00
PL,zachodniopomorskie,130112,0.02,2933,953,6,3000,2021-07-26T00:00:00
PL,dolnośląskie,7189,0.01,588,1221,4,7400,2021-07-26T00:00:00
PL,świętokrzyskie,2010,0.03,359,762,5,1698,2021-07-26T00:00:00
PL,podlaskie,70035,0.04,2149,527,5,2222,2021-07-26T00:00:00
PL,śląskie,10006,0.02,1270,2840,9,6307,2021-07-26T00:00:00
PL,wielkopolskie,285987,0.02,7376,1366,7,6863,2021-07-26T00:00:00
PL,małopolskie,5765,0.02,601,2231,10,5218,2021-07-26T00:00:00
