country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,lubuskie,73918,0.11,2014,964,13,1837,2021-05-30T00:00:00
PL,podkarpackie,126390,0.06,4397,2171,16,2090,2021-05-30T00:00:00
PL,świętokrzyskie,1710,0.11,263,1358,20,1274,2021-05-30T00:00:00
PL,warmińsko-mazurskie,1762,0.1,165,984,15,1563,2021-05-30T00:00:00
PL,podlaskie,69715,0.14,2119,899,20,1198,2021-05-30T00:00:00
PL,zachodniopomorskie,129606,0.12,2863,1810,22,3281,2021-05-30T00:00:00
PL,kujawsko-pomorskie,180804,0.11,4718,1571,27,2394,2021-05-30T00:00:00
PL,pomorskie,192136,0.1,4413,3055,27,4586,2021-05-30T00:00:00
PL,lubelskie,126374,0.12,4418,1883,30,3330,2021-05-30T00:00:00
PL,opolskie,69700,0.38,2021,1060,38,1981,2021-05-30T00:00:00
PL,małopolskie,4968,0.13,466,4027,52,4759,2021-05-30T00:00:00
PL,łódzkie,5321,0.19,394,3046,60,5740,2021-05-30T00:00:00
PL,dolnośląskie,6323,0.18,468,2927,67,5665,2021-05-30T00:00:00
PL,wielkopolskie,284871,0.19,7230,3331,81,8008,2021-05-30T00:00:00
PL,śląskie,8961,0.17,1067,4503,96,6062,2021-05-30T00:00:00
PL,mazowieckie,395775,0.14,9298,7353,92,19407,2021-05-30T00:00:00
