country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,warmińsko-mazurskie,857,0.8,50,2256,130,2959,2021-05-11T00:00:00
PL,pomorskie,190037,0.52,4255,3207,146,7118,2021-05-11T00:00:00
PL,zachodniopomorskie,127793,1.03,2710,2737,197,5682,2021-05-11T00:00:00
PL,małopolskie,2377,0.59,215,4612,225,9194,2021-05-11T00:00:00
PL,kujawsko-pomorskie,179119,1.01,4580,3479,223,5108,2021-05-11T00:00:00
PL,lubelskie,124430,1.07,4268,3674,255,6211,2021-05-11T00:00:00
PL,dolnośląskie,3094,0.92,181,4429,337,10468,2021-05-11T00:00:00
PL,łódzkie,2623,1.21,166,4914,348,8726,2021-05-11T00:00:00
PL,wielkopolskie,281098,0.87,6928,4596,337,12680,2021-05-11T00:00:00
PL,mazowieckie,391530,0.72,8912,9515,494,20995,2021-05-11T00:00:00
PL,śląskie,4590,0.94,371,6858,517,13659,2021-05-11T00:00:00
PL,podlaskie,68813,0.37,2052,1315,50,2363,2021-05-11T00:00:00
PL,lubuskie,73224,0.59,1923,1726,66,3042,2021-05-11T00:00:00
PL,podkarpackie,125619,0.33,4262,3244,85,3489,2021-05-11T00:00:00
PL,świętokrzyskie,811,0.65,94,1685,87,2718,2021-05-11T00:00:00
PL,opolskie,68495,0.87,1947,1678,96,3506,2021-05-11T00:00:00
