country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,świętokrzyskie,6874,1.07,376,961,147,2279,2021-02-21T00:00:00
PL,mazowieckie,206703,2.47,5315,6118,1416,31345,2021-02-21T00:00:00
PL,opolskie,42944,1.4,1315,966,144,2527,2021-02-21T00:00:00
PL,podlaskie,45452,1.83,1280,816,234,4857,2021-02-21T00:00:00
PL,zachodniopomorskie,84955,1.36,1781,1542,249,8011,2021-02-21T00:00:00
PL,łódzkie,23637,1.08,1235,2013,294,8191,2021-02-21T00:00:00
PL,podkarpackie,72007,1.31,2370,1374,293,7866,2021-02-21T00:00:00
PL,lubelskie,81172,1.38,2824,1628,313,6615,2021-02-21T00:00:00
PL,lubuskie,41421,2.91,1109,1097,312,5160,2021-02-21T00:00:00
PL,warmińsko-mazurskie,28424,2.56,822,1178,379,12908,2021-02-21T00:00:00
PL,małopolskie,17558,1.11,751,2669,405,7724,2021-02-21T00:00:00
PL,dolnośląskie,22578,1.45,820,1950,436,7757,2021-02-21T00:00:00
PL,kujawsko-pomorskie,115237,2.22,2702,2118,527,9913,2021-02-21T00:00:00
PL,śląskie,33516,1.47,1312,2942,692,11607,2021-02-21T00:00:00
PL,wielkopolskie,164022,1.92,4350,3426,738,13244,2021-02-21T00:00:00
PL,pomorskie,114415,3.1,2630,3393,765,16078,2021-02-21T00:00:00
