country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,świętokrzyskie,3740,1.1,408,1441,153,3270,2021-10-28T00:00:00
PL,warmińsko-mazurskie,5837,2.39,268,2322,357,11636,2021-10-28T00:00:00
PL,łódzkie,11995,2.42,627,4447,641,13722,2021-10-28T00:00:00
PL,małopolskie,12285,1.01,701,3521,379,11232,2021-10-28T00:00:00
PL,dolnośląskie,12527,1.31,641,3456,421,12768,2021-10-28T00:00:00
PL,śląskie,16103,1.04,1379,5637,509,12206,2021-10-28T00:00:00
PL,opolskie,71653,1.37,2091,1271,151,3895,2021-10-28T00:00:00
PL,lubuskie,75642,1.48,2068,1379,165,5146,2021-10-28T00:00:00
PL,podlaskie,79589,6.42,2262,2851,815,21188,2021-10-28T00:00:00
PL,podkarpackie,132593,1.67,4554,3125,387,10870,2021-10-28T00:00:00
PL,zachodniopomorskie,136178,2.55,2986,2819,462,14045,2021-10-28T00:00:00
PL,lubelskie,148258,7.06,4811,5531,1587,35455,2021-10-28T00:00:00
PL,kujawsko-pomorskie,185061,1.51,4858,2704,338,9238,2021-10-28T00:00:00
PL,pomorskie,197854,1.57,4533,3094,394,13981,2021-10-28T00:00:00
PL,wielkopolskie,290991,1.02,7451,3349,383,14408,2021-10-28T00:00:00
PL,mazowieckie,417462,3.08,9629,9868,1821,59944,2021-10-28T00:00:00
