country,nuts_2,cases,deaths,datetime
PL,lubuskie,10923,154,2020-11-09T00:00:00
PL,podlaskie,14500,205,2020-11-09T00:00:00
PL,warmińsko-mazurskie,14613,181,2020-11-09T00:00:00
PL,opolskie,15832,291,2020-11-09T00:00:00
PL,świętokrzyskie,17092,312,2020-11-09T00:00:00
PL,zachodniopomorskie,17643,178,2020-11-09T00:00:00
PL,lubelskie,30117,440,2020-11-09T00:00:00
PL,pomorskie,31799,407,2020-11-09T00:00:00
PL,podkarpackie,34369,608,2020-11-09T00:00:00
PL,kujawsko-pomorskie,34688,250,2020-11-09T00:00:00
PL,dolnośląskie,35025,525,2020-11-09T00:00:00
PL,łódzkie,40911,523,2020-11-09T00:00:00
PL,wielkopolskie,55975,790,2020-11-09T00:00:00
PL,małopolskie,63878,933,2020-11-09T00:00:00
PL,mazowieckie,74892,1067,2020-11-09T00:00:00
PL,śląskie,75881,1181,2020-11-09T00:00:00
