country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,wielkopolskie,284803,0.3,7223,4459,125,8520,2021-05-29T00:00:00
PL,mazowieckie,395697,0.2,9287,10485,151,20012,2021-05-29T00:00:00
PL,lubuskie,73907,0.16,2012,1503,21,1942,2021-05-29T00:00:00
PL,podkarpackie,126378,0.09,4393,2676,29,2037,2021-05-29T00:00:00
PL,podlaskie,69698,0.18,2115,1521,24,1340,2021-05-29T00:00:00
PL,warmińsko-mazurskie,1748,0.17,164,1891,26,1795,2021-05-29T00:00:00
PL,kujawsko-pomorskie,180782,0.13,4718,2909,39,2820,2021-05-29T00:00:00
PL,świętokrzyskie,1696,0.22,262,1519,33,1442,2021-05-29T00:00:00
PL,opolskie,69663,0.33,2021,1342,38,2262,2021-05-29T00:00:00
PL,pomorskie,192112,0.15,4413,4362,46,5023,2021-05-29T00:00:00
PL,zachodniopomorskie,129586,0.23,2861,2557,47,3515,2021-05-29T00:00:00
PL,małopolskie,4922,0.14,464,5227,57,5220,2021-05-29T00:00:00
PL,lubelskie,126349,0.25,4418,2865,64,3833,2021-05-29T00:00:00
PL,łódzkie,5274,0.21,394,4385,117,6294,2021-05-29T00:00:00
PL,dolnośląskie,6270,0.24,465,4382,97,6196,2021-05-29T00:00:00
PL,śląskie,8885,0.22,1048,7109,122,6629,2021-05-29T00:00:00
