country,nuts_2,cases,deaths,datetime
PL,lubuskie,87,0,2020-04-30T00:00:00
PL,warmińsko-mazurskie,148,1,2020-04-30T00:00:00
PL,świętokrzyskie,270,8,2020-04-30T00:00:00
PL,podkarpackie,329,23,2020-04-30T00:00:00
PL,lubelskie,360,13,2020-04-30T00:00:00
PL,podlaskie,375,3,2020-04-30T00:00:00
PL,opolskie,394,28,2020-04-30T00:00:00
PL,zachodniopomorskie,396,10,2020-04-30T00:00:00
PL,pomorskie,428,11,2020-04-30T00:00:00
PL,kujawsko-pomorskie,544,28,2020-04-30T00:00:00
PL,małopolskie,897,30,2020-04-30T00:00:00
PL,łódzkie,954,31,2020-04-30T00:00:00
PL,wielkopolskie,1441,86,2020-04-30T00:00:00
PL,dolnośląskie,1563,48,2020-04-30T00:00:00
PL,śląskie,2239,118,2020-04-30T00:00:00
PL,mazowieckie,2452,206,2020-04-30T00:00:00
