country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,mazowieckie,174281,1.92,3905,11484,1217,34781,2021-01-16T00:00:00
PL,świętokrzyskie,2977,0.98,136,2398,149,2725,2021-01-16T00:00:00
PL,lubuskie,34695,1.76,819,2114,247,5499,2021-01-16T00:00:00
PL,podkarpackie,63736,0.91,2026,2656,213,5245,2021-01-16T00:00:00
PL,podlaskie,37954,1.78,966,1563,230,5437,2021-01-16T00:00:00
PL,opolskie,39283,2.26,1132,1506,241,4363,2021-01-16T00:00:00
PL,małopolskie,7480,0.86,322,4255,316,8811,2021-01-16T00:00:00
PL,lubelskie,71548,1.7,2162,3301,409,7991,2021-01-16T00:00:00
PL,dolnośląskie,10409,1.3,382,5196,419,12439,2021-01-16T00:00:00
PL,łódzkie,12957,1.7,606,4388,452,11586,2021-01-16T00:00:00
PL,warmińsko-mazurskie,13856,3.85,392,2970,576,10638,2021-01-16T00:00:00
PL,śląskie,16094,1.35,608,7365,673,14297,2021-01-16T00:00:00
PL,zachodniopomorskie,73367,3.71,1312,3184,818,13242,2021-01-16T00:00:00
PL,kujawsko-pomorskie,97698,3.16,1939,4011,770,14731,2021-01-16T00:00:00
PL,wielkopolskie,145545,1.99,3453,5779,778,19207,2021-01-16T00:00:00
PL,pomorskie,94568,3.16,1883,5190,803,16905,2021-01-16T00:00:00
