country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,opolskie,70025,0.01,2056,769,2,1863,2021-07-30T00:00:00
PL,pomorskie,192659,0.06,4490,2002,15,4091,2021-07-30T00:00:00
PL,mazowieckie,397202,0.03,9452,5109,19,22736,2021-07-30T00:00:00
PL,śląskie,10068,0.04,1270,4207,25,5958,2021-07-30T00:00:00
PL,świętokrzyskie,2020,0.02,359,1060,5,1585,2021-07-30T00:00:00
PL,lubelskie,127160,0.1,4528,2048,26,3826,2021-07-30T00:00:00
PL,małopolskie,5852,0.07,602,2807,25,4975,2021-07-30T00:00:00
PL,lubuskie,74096,0.03,2051,924,4,1853,2021-07-30T00:00:00
PL,kujawsko-pomorskie,181262,0.02,4788,1429,6,2537,2021-07-30T00:00:00
PL,łódzkie,6145,0.02,513,2532,6,6805,2021-07-30T00:00:00
PL,warmińsko-mazurskie,2090,0.04,212,1072,6,1519,2021-07-30T00:00:00
PL,zachodniopomorskie,130131,0.03,2933,1561,5,2616,2021-07-30T00:00:00
PL,podlaskie,70059,0.05,2150,913,7,2290,2021-07-30T00:00:00
PL,wielkopolskie,286014,0.02,7379,2261,6,6664,2021-07-30T00:00:00
PL,dolnośląskie,7221,0.02,588,2563,9,7205,2021-07-30T00:00:00
PL,podkarpackie,126788,0.04,4460,1979,10,2888,2021-07-30T00:00:00
