country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,lubelskie,81273,0.48,2827,946,113,6301,2021-02-22T00:00:00
PL,zachodniopomorskie,85066,0.66,1782,995,132,7561,2021-02-22T00:00:00
PL,łódzkie,23775,0.56,1235,1343,160,7598,2021-02-22T00:00:00
PL,warmińsko-mazurskie,28582,1.11,823,646,174,12051,2021-02-22T00:00:00
PL,lubuskie,41625,2.02,1109,853,228,4862,2021-02-22T00:00:00
PL,kujawsko-pomorskie,115454,1.05,2703,1370,257,9415,2021-02-22T00:00:00
PL,wielkopolskie,164239,0.62,4353,1475,230,12298,2021-02-22T00:00:00
PL,małopolskie,17792,0.69,751,1833,258,7461,2021-02-22T00:00:00
PL,dolnośląskie,22832,0.88,821,1421,270,7129,2021-02-22T00:00:00
PL,śląskie,33822,0.68,1312,2238,332,11081,2021-02-22T00:00:00
PL,podkarpackie,72370,1.71,2370,1828,440,7570,2021-02-22T00:00:00
PL,opolskie,42996,0.53,1315,724,58,2336,2021-02-22T00:00:00
PL,pomorskie,114960,2.32,2631,2170,579,15234,2021-02-22T00:00:00
PL,mazowieckie,207402,1.29,5317,3843,759,29621,2021-02-22T00:00:00
PL,podlaskie,45531,0.67,1284,490,92,4681,2021-02-22T00:00:00
PL,świętokrzyskie,6959,0.69,376,855,140,1999,2021-02-22T00:00:00
