country,nuts_2,cases,deaths,datetime
PL,lubelskie,14389,218,2020-10-29T00:00:00
PL,dolnośląskie,16722,319,2020-10-29T00:00:00
PL,pomorskie,18162,264,2020-10-29T00:00:00
PL,kujawsko-pomorskie,18299,169,2020-10-29T00:00:00
PL,podkarpackie,18904,386,2020-10-29T00:00:00
PL,łódzkie,24231,405,2020-10-29T00:00:00
PL,wielkopolskie,30169,569,2020-10-29T00:00:00
PL,małopolskie,39617,548,2020-10-29T00:00:00
PL,śląskie,43719,864,2020-10-29T00:00:00
PL,mazowieckie,45374,684,2020-10-29T00:00:00
PL,lubuskie,6017,62,2020-10-29T00:00:00
PL,warmińsko-mazurskie,7422,92,2020-10-29T00:00:00
PL,podlaskie,7755,114,2020-10-29T00:00:00
PL,opolskie,9239,192,2020-10-29T00:00:00
PL,zachodniopomorskie,9373,84,2020-10-29T00:00:00
PL,świętokrzyskie,9813,179,2020-10-29T00:00:00
