country,nuts_2,cases,deaths,datetime
PL,zachodniopomorskie,1176,28,2020-09-07T00:00:00
PL,podlaskie,1378,32,2020-09-07T00:00:00
PL,kujawsko-pomorskie,1475,54,2020-09-07T00:00:00
PL,świętokrzyskie,1544,52,2020-09-07T00:00:00
PL,opolskie,1719,64,2020-09-07T00:00:00
PL,lubelskie,1727,27,2020-09-07T00:00:00
PL,śląskie,20849,501,2020-09-07T00:00:00
PL,podkarpackie,2745,91,2020-09-07T00:00:00
PL,pomorskie,2812,49,2020-09-07T00:00:00
PL,dolnośląskie,4195,168,2020-09-07T00:00:00
PL,łódzkie,5510,240,2020-09-07T00:00:00
PL,wielkopolskie,6038,230,2020-09-07T00:00:00
PL,lubuskie,752,16,2020-09-07T00:00:00
PL,małopolskie,8256,149,2020-09-07T00:00:00
PL,warmińsko-mazurskie,992,9,2020-09-07T00:00:00
PL,mazowieckie,9958,414,2020-09-07T00:00:00
