country,nuts_2,cases,deaths,datetime
PL,lubuskie,10380,150,2020-11-08T00:00:00
PL,warmińsko-mazurskie,13919,178,2020-11-08T00:00:00
PL,podlaskie,14003,189,2020-11-08T00:00:00
PL,opolskie,15241,290,2020-11-08T00:00:00
PL,świętokrzyskie,16748,310,2020-11-08T00:00:00
PL,zachodniopomorskie,16824,178,2020-11-08T00:00:00
PL,lubelskie,28916,425,2020-11-08T00:00:00
PL,pomorskie,30677,403,2020-11-08T00:00:00
PL,podkarpackie,33109,597,2020-11-08T00:00:00
PL,dolnośląskie,33306,514,2020-11-08T00:00:00
PL,kujawsko-pomorskie,33670,224,2020-11-08T00:00:00
PL,łódzkie,39642,515,2020-11-08T00:00:00
PL,wielkopolskie,53992,776,2020-11-08T00:00:00
PL,małopolskie,61228,924,2020-11-08T00:00:00
PL,śląskie,71508,1169,2020-11-08T00:00:00
PL,mazowieckie,73262,1030,2020-11-08T00:00:00
