country,nuts_2,cases,deaths,datetime
PL,podlaskie,1063,24,2020-08-09T00:00:00
PL,świętokrzyskie,1079,46,2020-08-09T00:00:00
PL,lubelskie,1113,21,2020-08-09T00:00:00
PL,pomorskie,1160,39,2020-08-09T00:00:00
PL,opolskie,1316,58,2020-08-09T00:00:00
PL,podkarpackie,1607,69,2020-08-09T00:00:00
PL,śląskie,17845,414,2020-08-09T00:00:00
PL,dolnośląskie,3483,158,2020-08-09T00:00:00
PL,łódzkie,4269,215,2020-08-09T00:00:00
PL,wielkopolskie,4393,206,2020-08-09T00:00:00
PL,małopolskie,4518,81,2020-08-09T00:00:00
PL,warmińsko-mazurskie,490,2,2020-08-09T00:00:00
PL,lubuskie,524,12,2020-08-09T00:00:00
PL,mazowieckie,7194,389,2020-08-09T00:00:00
PL,zachodniopomorskie,862,23,2020-08-09T00:00:00
PL,kujawsko-pomorskie,875,50,2020-08-09T00:00:00
