country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,opolskie,69966,0.0,2051,448,0,1403,2021-06-28T00:00:00
PL,podlaskie,69929,0.0,2146,516,2,1073,2021-06-28T00:00:00
PL,lubelskie,126951,0.0,4507,898,1,3362,2021-06-28T00:00:00
PL,pomorskie,192471,0.0,4470,1545,2,3642,2021-06-28T00:00:00
PL,warmińsko-mazurskie,1974,0.01,203,466,1,1085,2021-06-28T00:00:00
PL,zachodniopomorskie,129997,0.01,2924,811,1,1959,2021-06-28T00:00:00
PL,mazowieckie,396773,0.02,9425,3297,13,20581,2021-06-28T00:00:00
PL,kujawsko-pomorskie,181128,0.01,4773,842,6,1750,2021-06-28T00:00:00
PL,lubuskie,74045,0.02,2041,459,2,1488,2021-06-28T00:00:00
PL,łódzkie,5959,0.01,491,1207,5,5427,2021-06-28T00:00:00
PL,dolnośląskie,6989,0.01,558,1041,5,4937,2021-06-28T00:00:00
PL,świętokrzyskie,1933,0.02,341,702,4,2483,2021-06-28T00:00:00
PL,śląskie,9782,0.01,1250,2306,6,4805,2021-06-28T00:00:00
PL,małopolskie,5543,0.02,574,2151,9,4041,2021-06-28T00:00:00
PL,podkarpackie,126663,0.03,4446,1202,10,1846,2021-06-28T00:00:00
PL,wielkopolskie,285716,0.02,7355,1424,13,4847,2021-06-28T00:00:00
