country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,śląskie,10322,0.02,1273,4155,14,5300,2021-08-15T00:00:00
PL,dolnośląskie,7369,0.01,590,1880,2,6235,2021-08-15T00:00:00
PL,mazowieckie,397552,0.04,9455,4103,26,18780,2021-08-15T00:00:00
PL,małopolskie,6201,0.06,603,3587,24,3912,2021-08-15T00:00:00
PL,lubuskie,74143,0.04,2053,656,5,1622,2021-08-15T00:00:00
PL,zachodniopomorskie,130236,0.02,2935,1435,4,2103,2021-08-15T00:00:00
PL,podlaskie,70178,0.04,2153,908,5,1273,2021-08-15T00:00:00
PL,kujawsko-pomorskie,181372,0.03,4791,1375,7,1863,2021-08-15T00:00:00
PL,pomorskie,192790,0.03,4491,2131,6,3604,2021-08-15T00:00:00
PL,świętokrzyskie,2087,0.05,361,1038,7,980,2021-08-15T00:00:00
PL,lubelskie,127339,0.03,4531,1366,9,2788,2021-08-15T00:00:00
PL,łódzkie,6266,0.03,513,2049,8,4959,2021-08-15T00:00:00
PL,warmińsko-mazurskie,2171,0.05,215,909,8,1204,2021-08-15T00:00:00
PL,podkarpackie,126945,0.04,4465,2378,9,1888,2021-08-15T00:00:00
PL,opolskie,70084,0.09,2057,1225,10,1669,2021-08-15T00:00:00
PL,wielkopolskie,286150,0.03,7385,2132,9,5474,2021-08-15T00:00:00
