country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,podkarpackie,106806,6.05,3120,4102,1386,23237,2021-03-31T00:00:00
PL,zachodniopomorskie,107272,7.85,2149,4449,1450,15468,2021-03-31T00:00:00
PL,pomorskie,163195,6.11,3361,5532,1521,29282,2021-03-31T00:00:00
PL,kujawsko-pomorskie,153506,8.02,3489,5375,1841,21660,2021-03-31T00:00:00
PL,łódzkie,60536,7.48,1822,6907,1931,26239,2021-03-31T00:00:00
PL,małopolskie,69869,8.1,1413,7817,2898,38823,2021-03-31T00:00:00
PL,dolnośląskie,75125,9.75,1488,7541,2992,37088,2021-03-31T00:00:00
PL,wielkopolskie,226027,10.56,5196,9737,3831,48155,2021-03-31T00:00:00
PL,mazowieckie,321686,8.87,6835,15432,5121,76208,2021-03-31T00:00:00
PL,śląskie,126009,13.51,2651,14935,6327,62987,2021-03-31T00:00:00
PL,opolskie,54975,6.54,1536,1981,672,8582,2021-03-31T00:00:00
PL,podlaskie,59803,5.71,1676,2169,722,7868,2021-03-31T00:00:00
PL,lubuskie,61195,7.26,1466,2518,795,11671,2021-03-31T00:00:00
PL,świętokrzyskie,23335,6.6,772,2818,873,11990,2021-03-31T00:00:00
PL,warmińsko-mazurskie,59788,6.39,1363,3371,958,13927,2021-03-31T00:00:00
PL,lubelskie,102797,4.69,3473,3860,1032,15850,2021-03-31T00:00:00
