country,nuts_2,cases,deaths,datetime
PL,lubuskie,14404,191,2020-11-14T00:00:00
PL,podlaskie,17916,275,2020-11-14T00:00:00
PL,warmińsko-mazurskie,18531,221,2020-11-14T00:00:00
PL,opolskie,19949,408,2020-11-14T00:00:00
PL,świętokrzyskie,21267,379,2020-11-14T00:00:00
PL,zachodniopomorskie,22377,217,2020-11-14T00:00:00
PL,lubelskie,35471,553,2020-11-14T00:00:00
PL,pomorskie,38099,508,2020-11-14T00:00:00
PL,kujawsko-pomorskie,39905,373,2020-11-14T00:00:00
PL,podkarpackie,40459,732,2020-11-14T00:00:00
PL,dolnośląskie,47691,696,2020-11-14T00:00:00
PL,łódzkie,48327,594,2020-11-14T00:00:00
PL,wielkopolskie,70742,956,2020-11-14T00:00:00
PL,małopolskie,76127,1195,2020-11-14T00:00:00
PL,mazowieckie,84425,1299,2020-11-14T00:00:00
PL,śląskie,95428,1448,2020-11-14T00:00:00
