country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,lubelskie,122755,0.51,4179,1363,127,6778,2021-05-04T00:00:00
PL,zachodniopomorskie,126218,0.73,2631,1378,144,6315,2021-05-04T00:00:00
PL,kujawsko-pomorskie,177570,0.63,4436,1417,139,6287,2021-05-04T00:00:00
PL,pomorskie,188412,0.62,4135,2340,155,7247,2021-05-04T00:00:00
PL,dolnośląskie,182,0.63,2,2069,215,12911,2021-05-04T00:00:00
PL,łódzkie,184,0.75,1,2169,216,9606,2021-05-04T00:00:00
PL,wielkopolskie,277695,0.58,6702,2282,226,14633,2021-05-04T00:00:00
PL,małopolskie,213,0.62,1,2967,242,11390,2021-05-04T00:00:00
PL,mazowieckie,387757,0.51,8698,4243,324,21519,2021-05-04T00:00:00
PL,podlaskie,68240,0.27,2012,631,38,2354,2021-05-04T00:00:00
PL,śląskie,351,0.78,5,3562,406,17380,2021-05-04T00:00:00
PL,lubuskie,72544,0.52,1859,753,62,3469,2021-05-04T00:00:00
PL,warmińsko-mazurskie,55,0.39,0,783,58,3219,2021-05-04T00:00:00
PL,świętokrzyskie,57,0.46,3,878,71,3416,2021-05-04T00:00:00
PL,podkarpackie,124903,0.31,4141,1524,86,4207,2021-05-04T00:00:00
PL,opolskie,67563,0.77,1888,1179,91,3764,2021-05-04T00:00:00
