country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,opolskie,70020,0.01,2056,821,3,1830,2021-07-28T00:00:00
PL,świętokrzyskie,2015,0.01,359,1289,2,1717,2021-07-28T00:00:00
PL,lubelskie,127126,0.05,4528,1831,10,3967,2021-07-28T00:00:00
PL,pomorskie,192631,0.06,4488,2279,14,4157,2021-07-28T00:00:00
PL,mazowieckie,397171,0.03,9452,5420,22,22908,2021-07-28T00:00:00
PL,małopolskie,5805,0.06,602,3033,24,5414,2021-07-28T00:00:00
PL,śląskie,10037,0.04,1270,4703,25,6433,2021-07-28T00:00:00
PL,kujawsko-pomorskie,181249,0.01,4785,1589,3,2483,2021-07-28T00:00:00
PL,łódzkie,6138,0.01,512,2690,5,6808,2021-07-28T00:00:00
PL,lubuskie,74088,0.04,2051,915,5,1866,2021-07-28T00:00:00
PL,podlaskie,70044,0.04,2150,984,7,2435,2021-07-28T00:00:00
PL,dolnośląskie,7206,0.02,588,2472,9,7461,2021-07-28T00:00:00
PL,podkarpackie,126759,0.03,4460,2205,8,3050,2021-07-28T00:00:00
PL,zachodniopomorskie,130122,0.04,2933,1703,7,2875,2021-07-28T00:00:00
PL,warmińsko-mazurskie,2078,0.05,212,1209,11,1621,2021-07-28T00:00:00
PL,wielkopolskie,285999,0.03,7378,2508,12,6744,2021-07-28T00:00:00
