country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,świętokrzyskie,2880,0.26,388,974,40,1327,2021-10-17T00:00:00
PL,warmińsko-mazurskie,3933,0.37,241,672,67,3600,2021-10-17T00:00:00
PL,łódzkie,9307,0.49,576,2006,135,8258,2021-10-17T00:00:00
PL,małopolskie,9889,0.3,665,2193,115,5000,2021-10-17T00:00:00
PL,dolnośląskie,10055,0.38,622,1429,123,5838,2021-10-17T00:00:00
PL,śląskie,13342,0.27,1331,2704,137,5714,2021-10-17T00:00:00
PL,opolskie,70870,0.33,2079,548,38,2157,2021-10-17T00:00:00
PL,podlaskie,74633,2.12,2200,1253,268,9518,2021-10-17T00:00:00
PL,lubuskie,74916,0.27,2061,615,34,2361,2021-10-17T00:00:00
PL,podkarpackie,129965,0.72,4528,2079,176,4425,2021-10-17T00:00:00
PL,zachodniopomorskie,133486,0.75,2969,1372,132,6151,2021-10-17T00:00:00
PL,lubelskie,137299,2.72,4688,2264,605,16647,2021-10-17T00:00:00
PL,kujawsko-pomorskie,183143,0.35,4838,1147,76,3596,2021-10-17T00:00:00
PL,pomorskie,195483,0.52,4521,1772,135,6722,2021-10-17T00:00:00
PL,wielkopolskie,288728,0.29,7426,1555,117,6999,2021-10-17T00:00:00
PL,mazowieckie,406766,0.91,9547,4384,550,27919,2021-10-17T00:00:00
