country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,podlaskie,71842,1.03,2171,1381,138,4690,2021-10-05T00:00:00
PL,lubuskie,74564,0.14,2059,1030,16,2161,2021-10-05T00:00:00
PL,opolskie,70565,0.17,2073,985,18,1687,2021-10-05T00:00:00
PL,mazowieckie,401906,0.36,9506,6256,228,23916,2021-10-05T00:00:00
PL,świętokrzyskie,2510,0.16,380,1263,23,1338,2021-10-05T00:00:00
PL,lubelskie,131403,1.4,4594,3402,326,9982,2021-10-05T00:00:00
PL,kujawsko-pomorskie,182328,0.21,4821,2236,50,2464,2021-10-05T00:00:00
PL,wielkopolskie,287589,0.13,7404,2614,53,6252,2021-10-05T00:00:00
PL,śląskie,12039,0.1,1308,4757,58,5105,2021-10-05T00:00:00
PL,warmińsko-mazurskie,3101,0.39,228,1697,65,2305,2021-10-05T00:00:00
PL,dolnośląskie,8977,0.22,606,2961,87,5948,2021-10-05T00:00:00
PL,pomorskie,194240,0.28,4515,2687,71,5008,2021-10-05T00:00:00
PL,podkarpackie,128755,0.32,4497,2589,85,2986,2021-10-05T00:00:00
PL,małopolskie,8485,0.24,643,2819,89,4970,2021-10-05T00:00:00
PL,łódzkie,7948,0.34,549,3596,90,6103,2021-10-05T00:00:00
PL,zachodniopomorskie,132057,0.57,2956,2251,117,4261,2021-10-05T00:00:00
