country,nuts_2,cases,deaths,datetime
PL,śląskie,13003,334,2020-07-02T00:00:00
PL,lubuskie,151,0,2020-07-02T00:00:00
PL,małopolskie,1792,44,2020-07-02T00:00:00
PL,warmińsko-mazurskie,262,1,2020-07-02T00:00:00
PL,wielkopolskie,2804,177,2020-07-02T00:00:00
PL,dolnośląskie,2930,149,2020-07-02T00:00:00
PL,łódzkie,3186,169,2020-07-02T00:00:00
PL,mazowieckie,5088,339,2020-07-02T00:00:00
PL,zachodniopomorskie,611,22,2020-07-02T00:00:00
PL,lubelskie,664,18,2020-07-02T00:00:00
PL,pomorskie,677,38,2020-07-02T00:00:00
PL,kujawsko-pomorskie,678,49,2020-07-02T00:00:00
PL,podkarpackie,682,51,2020-07-02T00:00:00
PL,świętokrzyskie,809,40,2020-07-02T00:00:00
PL,podlaskie,854,10,2020-07-02T00:00:00
PL,opolskie,955,51,2020-07-02T00:00:00
