country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,małopolskie,26687,3.11,901,4507,1111,16016,2021-03-06T00:00:00
PL,warmińsko-mazurskie,38879,7.95,970,2909,1165,15942,2021-03-06T00:00:00
PL,dolnośląskie,32054,4.25,1003,4728,1315,14326,2021-03-06T00:00:00
PL,pomorskie,127343,5.55,2864,5079,1360,22540,2021-03-06T00:00:00
PL,śląskie,48409,3.41,1636,5611,1617,23401,2021-03-06T00:00:00
PL,opolskie,44878,2.02,1366,1019,216,3514,2021-03-06T00:00:00
PL,mazowieckie,231871,4.61,5753,9478,2683,50329,2021-03-06T00:00:00
PL,świętokrzyskie,9833,2.18,456,1646,301,4412,2021-03-06T00:00:00
PL,lubelskie,85948,2.04,3012,2672,466,9116,2021-03-06T00:00:00
PL,podlaskie,49635,3.81,1420,1588,476,6466,2021-03-06T00:00:00
PL,zachodniopomorskie,89827,2.87,1919,2452,531,8626,2021-03-06T00:00:00
PL,lubuskie,46253,6.36,1208,2088,681,7515,2021-03-06T00:00:00
PL,łódzkie,30736,3.01,1390,3929,789,12785,2021-03-06T00:00:00
PL,podkarpackie,80229,3.81,2560,2799,847,14307,2021-03-06T00:00:00
PL,kujawsko-pomorskie,124118,4.03,2896,3660,960,13570,2021-03-06T00:00:00
PL,wielkopolskie,174428,2.75,4582,4598,999,20683,2021-03-06T00:00:00
