country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,lubuskie,39932,1.56,1063,1542,171,4625,2021-02-16T00:00:00
PL,podlaskie,44025,1.68,1216,1143,221,4648,2021-02-16T00:00:00
PL,małopolskie,15195,0.66,688,2986,253,6649,2021-02-16T00:00:00
PL,zachodniopomorskie,83148,1.45,1732,2195,279,7217,2021-02-16T00:00:00
PL,lubelskie,79556,1.21,2743,2284,283,5955,2021-02-16T00:00:00
PL,dolnośląskie,20081,0.89,761,3166,324,7314,2021-02-16T00:00:00
PL,podkarpackie,69921,1.31,2310,2625,379,5902,2021-02-16T00:00:00
PL,śląskie,29610,0.76,1206,4464,405,10383,2021-02-16T00:00:00
PL,łódzkie,21642,1.45,1164,3260,399,8214,2021-02-16T00:00:00
PL,wielkopolskie,160642,1.08,4250,3362,445,12477,2021-02-16T00:00:00
PL,kujawsko-pomorskie,112298,1.86,2624,2989,430,9736,2021-02-16T00:00:00
PL,pomorskie,110632,1.72,2538,2501,444,13584,2021-02-16T00:00:00
PL,opolskie,42303,0.5,1290,1177,53,2268,2021-02-16T00:00:00
PL,warmińsko-mazurskie,25023,4.34,781,2837,647,10605,2021-02-16T00:00:00
PL,świętokrzyskie,6091,0.59,354,1308,104,2080,2021-02-16T00:00:00
PL,mazowieckie,199511,1.52,5131,5959,940,27802,2021-02-16T00:00:00
