country,nuts_2,cases,deaths,datetime
PL,śląskie,13083,339,2020-07-03T00:00:00
PL,lubuskie,151,0,2020-07-03T00:00:00
PL,małopolskie,1805,44,2020-07-03T00:00:00
PL,warmińsko-mazurskie,267,1,2020-07-03T00:00:00
PL,wielkopolskie,2850,178,2020-07-03T00:00:00
PL,dolnośląskie,2933,149,2020-07-03T00:00:00
PL,łódzkie,3210,173,2020-07-03T00:00:00
PL,mazowieckie,5124,342,2020-07-03T00:00:00
PL,zachodniopomorskie,613,22,2020-07-03T00:00:00
PL,lubelskie,668,18,2020-07-03T00:00:00
PL,kujawsko-pomorskie,679,49,2020-07-03T00:00:00
PL,pomorskie,681,38,2020-07-03T00:00:00
PL,podkarpackie,694,51,2020-07-03T00:00:00
PL,świętokrzyskie,822,40,2020-07-03T00:00:00
PL,podlaskie,861,12,2020-07-03T00:00:00
PL,opolskie,964,51,2020-07-03T00:00:00
