country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,lubuskie,74253,0.12,2056,982,13,1589,2021-09-08T00:00:00
PL,opolskie,70246,0.16,2058,910,17,1408,2021-09-08T00:00:00
PL,warmińsko-mazurskie,2360,0.14,221,1345,23,1102,2021-09-08T00:00:00
PL,kujawsko-pomorskie,181606,0.1,4796,1695,25,1897,2021-09-08T00:00:00
PL,pomorskie,193225,0.09,4498,2258,28,3558,2021-09-08T00:00:00
PL,wielkopolskie,286542,0.07,7388,2602,29,5107,2021-09-08T00:00:00
PL,podlaskie,70490,0.25,2156,1106,35,1501,2021-09-08T00:00:00
PL,podkarpackie,127391,0.16,4469,2321,41,1714,2021-09-08T00:00:00
PL,łódzkie,6666,0.16,523,2834,39,4409,2021-09-08T00:00:00
PL,śląskie,10858,0.09,1286,4459,43,4950,2021-09-08T00:00:00
PL,zachodniopomorskie,130627,0.23,2942,1628,42,2231,2021-09-08T00:00:00
PL,małopolskie,6894,0.14,609,2919,51,3836,2021-09-08T00:00:00
PL,świętokrzyskie,2228,0.04,368,1274,6,843,2021-09-08T00:00:00
PL,dolnośląskie,7763,0.17,596,2661,63,5270,2021-09-08T00:00:00
PL,lubelskie,127759,0.29,4540,2126,69,3122,2021-09-08T00:00:00
PL,mazowieckie,398456,0.12,9467,5726,69,17972,2021-09-08T00:00:00
