country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,opolskie,69821,0.14,2033,1153,19,1635,2021-06-05T00:00:00
PL,pomorskie,192282,0.07,4427,3320,19,3683,2021-06-05T00:00:00
PL,warmińsko-mazurskie,1843,0.12,176,1494,20,1220,2021-06-05T00:00:00
PL,zachodniopomorskie,129765,0.11,2886,2146,25,2761,2021-06-05T00:00:00
PL,podkarpackie,126466,0.09,4420,2513,22,1829,2021-06-05T00:00:00
PL,kujawsko-pomorskie,180928,0.13,4733,2403,29,1856,2021-06-05T00:00:00
PL,małopolskie,5180,0.08,503,4176,45,3596,2021-06-05T00:00:00
PL,śląskie,9269,0.07,1136,4956,43,4873,2021-06-05T00:00:00
PL,lubelskie,126566,0.16,4449,2379,40,2559,2021-06-05T00:00:00
PL,dolnośląskie,6597,0.13,490,3218,47,4690,2021-06-05T00:00:00
PL,łódzkie,5575,0.18,436,3624,54,4954,2021-06-05T00:00:00
PL,mazowieckie,396136,0.09,9322,7176,140,19451,2021-06-05T00:00:00
PL,wielkopolskie,285195,0.15,7259,3765,67,6300,2021-06-05T00:00:00
PL,lubuskie,73962,0.06,2030,1046,7,1406,2021-06-05T00:00:00
PL,podlaskie,69806,0.05,2128,1108,9,1065,2021-06-05T00:00:00
PL,świętokrzyskie,1792,0.05,287,1313,10,1086,2021-06-05T00:00:00
