country,nuts_2,cases,deaths,datetime
PL,opolskie,1188,56,2020-08-01T00:00:00
PL,podkarpackie,1329,60,2020-08-01T00:00:00
PL,śląskie,16381,394,2020-08-01T00:00:00
PL,dolnośląskie,3273,155,2020-08-01T00:00:00
PL,małopolskie,3692,64,2020-08-01T00:00:00
PL,wielkopolskie,3780,198,2020-08-01T00:00:00
PL,warmińsko-mazurskie,379,2,2020-08-01T00:00:00
PL,łódzkie,4022,206,2020-08-01T00:00:00
PL,lubuskie,410,10,2020-08-01T00:00:00
PL,mazowieckie,6483,377,2020-08-01T00:00:00
PL,zachodniopomorskie,741,23,2020-08-01T00:00:00
PL,kujawsko-pomorskie,801,50,2020-08-01T00:00:00
PL,pomorskie,919,39,2020-08-01T00:00:00
PL,świętokrzyskie,975,45,2020-08-01T00:00:00
PL,podlaskie,979,21,2020-08-01T00:00:00
PL,lubelskie,994,21,2020-08-01T00:00:00
