country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,lubuskie,74100,0.01,2051,1152,2,1864,2021-08-03T00:00:00
PL,podkarpackie,126821,0.05,4462,2455,14,2811,2021-08-03T00:00:00
PL,wielkopolskie,286037,0.03,7380,2938,15,6690,2021-08-03T00:00:00
PL,łódzkie,6178,0.05,513,3447,12,6733,2021-08-03T00:00:00
PL,śląskie,10128,0.04,1270,5203,22,6201,2021-08-03T00:00:00
PL,zachodniopomorskie,130146,0.01,2933,2068,3,2614,2021-08-03T00:00:00
PL,mazowieckie,397267,0.04,9452,5841,28,21380,2021-08-03T00:00:00
PL,małopolskie,5930,0.1,602,3478,39,5171,2021-08-03T00:00:00
PL,opolskie,70034,0.04,2056,1175,6,1887,2021-08-03T00:00:00
PL,świętokrzyskie,2034,0.03,359,1351,7,1496,2021-08-03T00:00:00
PL,lubelskie,127190,0.02,4528,2163,6,3511,2021-08-03T00:00:00
PL,warmińsko-mazurskie,2109,0.04,213,1610,5,1424,2021-08-03T00:00:00
PL,dolnośląskie,7252,0.02,590,2785,12,6946,2021-08-03T00:00:00
PL,pomorskie,192681,0.03,4490,2684,13,4061,2021-08-03T00:00:00
PL,kujawsko-pomorskie,181284,0.03,4788,2070,9,2358,2021-08-03T00:00:00
PL,podlaskie,70076,0.06,2150,1169,9,1837,2021-08-03T00:00:00
