country,nuts_2,cases,deaths,datetime
PL,lubuskie,113,0,2020-05-28T00:00:00
PL,małopolskie,1190,40,2020-05-28T00:00:00
PL,łódzkie,1458,63,2020-05-28T00:00:00
PL,warmińsko-mazurskie,179,1,2020-05-28T00:00:00
PL,wielkopolskie,2133,149,2020-05-28T00:00:00
PL,dolnośląskie,2530,102,2020-05-28T00:00:00
PL,mazowieckie,3461,257,2020-05-28T00:00:00
PL,podkarpackie,380,35,2020-05-28T00:00:00
PL,świętokrzyskie,432,21,2020-05-28T00:00:00
PL,podlaskie,442,9,2020-05-28T00:00:00
PL,lubelskie,487,15,2020-05-28T00:00:00
PL,zachodniopomorskie,527,19,2020-05-28T00:00:00
PL,pomorskie,548,33,2020-05-28T00:00:00
PL,kujawsko-pomorskie,595,46,2020-05-28T00:00:00
PL,opolskie,622,47,2020-05-28T00:00:00
PL,śląskie,7728,201,2020-05-28T00:00:00
