country,nuts_2,cases,deaths,datetime
PL,lubuskie,124,0,2020-06-05T00:00:00
PL,małopolskie,1305,40,2020-06-05T00:00:00
PL,warmińsko-mazurskie,180,1,2020-06-05T00:00:00
PL,łódzkie,1826,76,2020-06-05T00:00:00
PL,wielkopolskie,2219,154,2020-06-05T00:00:00
PL,dolnośląskie,2680,117,2020-06-05T00:00:00
PL,mazowieckie,3796,281,2020-06-05T00:00:00
PL,podkarpackie,388,36,2020-06-05T00:00:00
PL,podlaskie,493,9,2020-06-05T00:00:00
PL,lubelskie,505,15,2020-06-05T00:00:00
PL,świętokrzyskie,512,22,2020-06-05T00:00:00
PL,zachodniopomorskie,553,19,2020-06-05T00:00:00
PL,pomorskie,564,36,2020-06-05T00:00:00
PL,kujawsko-pomorskie,601,47,2020-06-05T00:00:00
PL,opolskie,710,49,2020-06-05T00:00:00
PL,śląskie,8963,235,2020-06-05T00:00:00
