country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,podlaskie,47576,0.88,1361,490,109,4899,2021-03-01T00:00:00
PL,mazowieckie,219865,1.94,5559,4646,1149,35579,2021-03-01T00:00:00
PL,lubuskie,43972,1.16,1154,687,150,5617,2021-03-01T00:00:00
PL,zachodniopomorskie,87546,0.82,1871,1086,164,7162,2021-03-01T00:00:00
PL,świętokrzyskie,8440,1.46,423,1019,219,2787,2021-03-01T00:00:00
PL,łódzkie,27102,0.76,1315,1453,212,8924,2021-03-01T00:00:00
PL,warmińsko-mazurskie,33780,1.39,898,748,214,12746,2021-03-01T00:00:00
PL,wielkopolskie,169391,0.58,4469,1675,287,14734,2021-03-01T00:00:00
PL,małopolskie,21864,0.83,839,1863,305,9870,2021-03-01T00:00:00
PL,podkarpackie,76289,1.58,2474,1398,370,9319,2021-03-01T00:00:00
PL,kujawsko-pomorskie,119774,1.62,2800,1873,410,10326,2021-03-01T00:00:00
PL,dolnośląskie,27338,1.21,917,2079,377,9221,2021-03-01T00:00:00
PL,śląskie,40645,0.83,1470,2206,404,14141,2021-03-01T00:00:00
PL,pomorskie,121386,2.74,2772,2285,684,16954,2021-03-01T00:00:00
PL,opolskie,43889,0.86,1347,786,88,2417,2021-03-01T00:00:00
PL,lubelskie,83721,0.46,2945,931,110,6941,2021-03-01T00:00:00
