country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,opolskie,39996,1.15,1160,931,128,4461,2021-01-22T00:00:00
PL,świętokrzyskie,3649,1.02,188,1263,149,2828,2021-01-22T00:00:00
PL,podkarpackie,64767,0.82,2095,1705,200,5706,2021-01-22T00:00:00
PL,lubuskie,35752,2.06,881,1346,232,5425,2021-01-22T00:00:00
PL,podlaskie,39054,1.95,1003,1181,249,5501,2021-01-22T00:00:00
PL,małopolskie,9110,0.79,389,2460,291,9641,2021-01-22T00:00:00
PL,lubelskie,73209,1.48,2297,1874,349,8113,2021-01-22T00:00:00
PL,łódzkie,14835,1.43,749,2668,404,11698,2021-01-22T00:00:00
PL,dolnośląskie,12447,1.26,446,3902,410,12906,2021-01-22T00:00:00
PL,warmińsko-mazurskie,16045,3.35,497,1942,500,10184,2021-01-22T00:00:00
PL,śląskie,18807,1.08,744,4160,532,14332,2021-01-22T00:00:00
PL,zachodniopomorskie,75898,2.98,1413,2436,555,12485,2021-01-22T00:00:00
PL,kujawsko-pomorskie,100871,2.96,2085,2820,669,13591,2021-01-22T00:00:00
PL,wielkopolskie,149105,1.92,3660,3839,767,19181,2021-01-22T00:00:00
PL,pomorskie,98142,3.28,2004,3874,848,16805,2021-01-22T00:00:00
PL,mazowieckie,178875,1.58,4125,6234,975,35882,2021-01-22T00:00:00
