country,nuts_2,cases,deaths,datetime
PL,opolskie,1028,54,2020-07-18T00:00:00
PL,podkarpackie,1058,56,2020-07-18T00:00:00
PL,śląskie,14308,370,2020-07-18T00:00:00
PL,małopolskie,2379,47,2020-07-18T00:00:00
PL,lubuskie,284,1,2020-07-18T00:00:00
PL,warmińsko-mazurskie,292,1,2020-07-18T00:00:00
PL,dolnośląskie,3042,152,2020-07-18T00:00:00
PL,wielkopolskie,3398,190,2020-07-18T00:00:00
PL,łódzkie,3578,192,2020-07-18T00:00:00
PL,mazowieckie,5603,363,2020-07-18T00:00:00
PL,zachodniopomorskie,653,23,2020-07-18T00:00:00
PL,kujawsko-pomorskie,717,49,2020-07-18T00:00:00
PL,pomorskie,741,39,2020-07-18T00:00:00
PL,lubelskie,875,20,2020-07-18T00:00:00
PL,świętokrzyskie,879,45,2020-07-18T00:00:00
PL,podlaskie,911,16,2020-07-18T00:00:00
