country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,opolskie,37000,1.02,1059,676,117,2949,2021-01-03T00:00:00
PL,podkarpackie,59970,0.56,1860,880,165,3583,2021-01-03T00:00:00
PL,lubuskie,31766,1.67,685,773,226,4579,2021-01-03T00:00:00
PL,podlaskie,34777,1.45,859,657,187,3488,2021-01-03T00:00:00
PL,małopolskie,3142,0.59,145,1669,228,5406,2021-01-03T00:00:00
PL,lubelskie,66583,0.98,1869,1098,249,6276,2021-01-03T00:00:00
PL,dolnośląskie,4817,0.85,167,1844,268,8847,2021-01-03T00:00:00
PL,śląskie,7257,0.64,264,1837,322,11407,2021-01-03T00:00:00
PL,łódzkie,6142,1.19,166,1818,342,9139,2021-01-03T00:00:00
PL,warmińsko-mazurskie,6420,2.65,153,1123,406,9787,2021-01-03T00:00:00
PL,wielkopolskie,133833,1.41,3000,2964,658,15576,2021-01-03T00:00:00
PL,zachodniopomorskie,63948,3.06,1047,1730,603,12078,2021-01-03T00:00:00
PL,kujawsko-pomorskie,86898,3.25,1558,2283,794,13186,2021-01-03T00:00:00
PL,pomorskie,84106,3.0,1586,2795,747,13031,2021-01-03T00:00:00
PL,świętokrzyskie,1290,0.63,62,771,109,2123,2021-01-03T00:00:00
PL,mazowieckie,160094,1.66,3476,3888,1054,22001,2021-01-03T00:00:00
