country,nuts_2,cases,deaths,datetime
PL,kujawsko-pomorskie,11730,146,2020-10-23T00:00:00
PL,dolnośląskie,12116,256,2020-10-23T00:00:00
PL,podkarpackie,13285,299,2020-10-23T00:00:00
PL,pomorskie,13718,205,2020-10-23T00:00:00
PL,łódzkie,16642,355,2020-10-23T00:00:00
PL,wielkopolskie,20293,475,2020-10-23T00:00:00
PL,małopolskie,29896,423,2020-10-23T00:00:00
PL,mazowieckie,31416,587,2020-10-23T00:00:00
PL,śląskie,35161,736,2020-10-23T00:00:00
PL,lubuskie,3939,38,2020-10-23T00:00:00
PL,warmińsko-mazurskie,5100,72,2020-10-23T00:00:00
PL,podlaskie,5455,94,2020-10-23T00:00:00
PL,zachodniopomorskie,6329,64,2020-10-23T00:00:00
PL,opolskie,6703,141,2020-10-23T00:00:00
PL,świętokrzyskie,7111,125,2020-10-23T00:00:00
PL,lubelskie,9424,156,2020-10-23T00:00:00
