country,nuts_2,cases,deaths,datetime
PL,lubelskie,10839,173,2020-10-25T00:00:00
PL,dolnośląskie,13346,272,2020-10-25T00:00:00
PL,kujawsko-pomorskie,13657,151,2020-10-25T00:00:00
PL,pomorskie,14993,221,2020-10-25T00:00:00
PL,podkarpackie,15088,326,2020-10-25T00:00:00
PL,łódzkie,18461,369,2020-10-25T00:00:00
PL,wielkopolskie,22616,505,2020-10-25T00:00:00
PL,małopolskie,32497,445,2020-10-25T00:00:00
PL,mazowieckie,35292,613,2020-10-25T00:00:00
PL,śląskie,37557,776,2020-10-25T00:00:00
PL,lubuskie,4630,44,2020-10-25T00:00:00
PL,warmińsko-mazurskie,5784,76,2020-10-25T00:00:00
PL,podlaskie,5975,100,2020-10-25T00:00:00
PL,zachodniopomorskie,7383,66,2020-10-25T00:00:00
PL,opolskie,7642,162,2020-10-25T00:00:00
PL,świętokrzyskie,7928,139,2020-10-25T00:00:00
