country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,lubelskie,114540,4.77,3833,4650,1051,14736,2021-04-14T00:00:00
PL,pomorskie,179261,4.72,3725,5498,1173,18777,2021-04-14T00:00:00
PL,łódzkie,80713,6.68,2270,7277,1728,23369,2021-04-14T00:00:00
PL,dolnośląskie,103186,5.9,1937,7107,1887,32562,2021-04-14T00:00:00
PL,małopolskie,95440,5.52,2073,8334,2029,31717,2021-04-14T00:00:00
PL,wielkopolskie,257934,6.01,5858,7978,2195,39405,2021-04-14T00:00:00
PL,mazowieckie,363965,5.39,7742,13566,3149,54344,2021-04-14T00:00:00
PL,śląskie,173520,7.51,3594,12307,3648,52648,2021-04-14T00:00:00
PL,lubuskie,68239,4.34,1630,2446,472,8897,2021-04-14T00:00:00
PL,opolskie,62112,5.09,1724,2300,552,8460,2021-04-14T00:00:00
PL,podlaskie,64964,4.59,1828,2247,572,6482,2021-04-14T00:00:00
PL,świętokrzyskie,31565,4.45,1027,2695,599,10529,2021-04-14T00:00:00
PL,warmińsko-mazurskie,67213,4.29,1576,3010,642,9039,2021-04-14T00:00:00
PL,podkarpackie,118944,3.85,3574,4135,890,16729,2021-04-14T00:00:00
PL,zachodniopomorskie,117797,4.96,2325,4274,920,12880,2021-04-14T00:00:00
PL,kujawsko-pomorskie,168243,4.78,3973,5068,1040,16376,2021-04-14T00:00:00
