country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,podlaskie,71322,0.97,2167,1285,122,2663,2021-09-29T00:00:00
PL,świętokrzyskie,2405,0.1,379,1249,14,1308,2021-09-29T00:00:00
PL,opolskie,70469,0.14,2061,920,14,1736,2021-09-29T00:00:00
PL,mazowieckie,400655,0.36,9493,7297,215,23978,2021-09-29T00:00:00
PL,lubuskie,74481,0.2,2059,1128,26,2003,2021-09-29T00:00:00
PL,lubelskie,130026,1.05,4571,2853,234,7189,2021-09-29T00:00:00
PL,kujawsko-pomorskie,182090,0.18,4812,2377,47,2584,2021-09-29T00:00:00
PL,warmińsko-mazurskie,2855,0.34,226,1356,54,1753,2021-09-29T00:00:00
PL,wielkopolskie,287287,0.15,7402,2707,56,6727,2021-09-29T00:00:00
PL,śląskie,11709,0.13,1300,4847,75,5369,2021-09-29T00:00:00
PL,podkarpackie,128360,0.32,4484,2935,107,2653,2021-09-29T00:00:00
PL,pomorskie,193911,0.3,4507,2486,75,4675,2021-09-29T00:00:00
PL,dolnośląskie,8615,0.25,603,3018,78,6218,2021-09-29T00:00:00
PL,łódzkie,7603,0.31,541,3198,92,6293,2021-09-29T00:00:00
PL,zachodniopomorskie,131580,0.47,2954,2260,99,3597,2021-09-29T00:00:00
PL,małopolskie,8018,0.24,633,3217,95,4752,2021-09-29T00:00:00
