country,nuts_2,cases,deaths,datetime
PL,lubuskie,81,,2020-04-17T00:00:00
PL,warmińsko-mazurskie,139,1,2020-04-17T00:00:00
PL,pomorskie,185,2,2020-04-17T00:00:00
PL,świętokrzyskie,193,4,2020-04-17T00:00:00
PL,zachodniopomorskie,230,2,2020-04-17T00:00:00
PL,podkarpackie,251,15,2020-04-17T00:00:00
PL,opolskie,254,13,2020-04-17T00:00:00
PL,lubelskie,290,10,2020-04-17T00:00:00
PL,podlaskie,291,3,2020-04-17T00:00:00
PL,kujawsko-pomorskie,387,13,2020-04-17T00:00:00
PL,małopolskie,596,16,2020-04-17T00:00:00
PL,łódzkie,607,8,2020-04-17T00:00:00
PL,wielkopolskie,880,48,2020-04-17T00:00:00
PL,dolnośląskie,893,30,2020-04-17T00:00:00
PL,śląskie,1219,67,2020-04-17T00:00:00
PL,mazowieckie,1883,100,2020-04-17T00:00:00
