country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,łódzkie,8060,0.46,549,3456,127,5900,2021-10-06T00:00:00
PL,małopolskie,8607,0.36,644,2959,133,4792,2021-10-06T00:00:00
PL,zachodniopomorskie,132182,0.74,2956,2196,136,4601,2021-10-06T00:00:00
PL,śląskie,12169,0.29,1310,4777,141,5302,2021-10-06T00:00:00
PL,opolskie,70585,0.2,2074,825,24,1772,2021-10-06T00:00:00
PL,podlaskie,72110,2.28,2177,1556,301,5589,2021-10-06T00:00:00
PL,lubuskie,74591,0.27,2059,1077,32,2152,2021-10-06T00:00:00
PL,mazowieckie,402252,0.64,9507,6363,388,23003,2021-10-06T00:00:00
PL,świętokrzyskie,2548,0.31,382,1362,38,1244,2021-10-06T00:00:00
PL,lubelskie,131802,1.9,4603,3333,424,9439,2021-10-06T00:00:00
PL,kujawsko-pomorskie,182386,0.28,4824,1990,68,2621,2021-10-06T00:00:00
PL,warmińsko-mazurskie,3171,0.49,228,1419,80,2663,2021-10-06T00:00:00
PL,wielkopolskie,287664,0.21,7405,2745,88,6259,2021-10-06T00:00:00
PL,dolnośląskie,9065,0.3,607,2641,102,6109,2021-10-06T00:00:00
PL,podkarpackie,128844,0.42,4503,2521,104,2825,2021-10-06T00:00:00
PL,pomorskie,194333,0.4,4515,2364,102,4924,2021-10-06T00:00:00
