country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,łódzkie,5993,0.0,497,2874,6,6922,2021-07-02T00:00:00
PL,podlaskie,69940,0.01,2147,928,1,1590,2021-07-02T00:00:00
PL,pomorskie,192487,0.0,4478,2308,1,5075,2021-07-02T00:00:00
PL,świętokrzyskie,1953,0.01,350,1296,1,1911,2021-07-02T00:00:00
PL,wielkopolskie,285768,0.05,7358,2781,28,7213,2021-07-02T00:00:00
PL,mazowieckie,396826,0.03,9433,5897,21,23482,2021-07-02T00:00:00
PL,lubuskie,74051,0.02,2045,1000,4,1952,2021-07-02T00:00:00
PL,opolskie,69976,0.03,2053,837,4,1975,2021-07-02T00:00:00
PL,podkarpackie,126673,0.01,4449,2084,8,2749,2021-07-02T00:00:00
PL,warmińsko-mazurskie,1987,0.02,209,1227,4,1582,2021-07-02T00:00:00
PL,dolnośląskie,7028,0.02,562,2895,9,7554,2021-07-02T00:00:00
PL,kujawsko-pomorskie,181152,0.02,4777,1670,6,2546,2021-07-02T00:00:00
PL,lubelskie,126973,0.03,4513,2129,8,3613,2021-07-02T00:00:00
PL,małopolskie,5570,0.02,586,3301,14,5821,2021-07-02T00:00:00
PL,zachodniopomorskie,130019,0.04,2926,1752,15,2793,2021-07-02T00:00:00
PL,śląskie,9827,0.02,1258,4880,13,7263,2021-07-02T00:00:00
