country,nuts_2,cases,deaths,datetime
PL,opolskie,11076,213,2020-11-02T00:00:00
PL,świętokrzyskie,11807,210,2020-11-02T00:00:00
PL,zachodniopomorskie,12059,100,2020-11-02T00:00:00
PL,dolnośląskie,20211,355,2020-11-02T00:00:00
PL,lubelskie,20214,267,2020-11-02T00:00:00
PL,pomorskie,22410,309,2020-11-02T00:00:00
PL,podkarpackie,23872,461,2020-11-02T00:00:00
PL,kujawsko-pomorskie,24827,184,2020-11-02T00:00:00
PL,łódzkie,30335,429,2020-11-02T00:00:00
PL,wielkopolskie,37679,640,2020-11-02T00:00:00
PL,małopolskie,46464,656,2020-11-02T00:00:00
PL,śląskie,50609,943,2020-11-02T00:00:00
PL,mazowieckie,56526,782,2020-11-02T00:00:00
PL,lubuskie,7605,73,2020-11-02T00:00:00
PL,warmińsko-mazurskie,9874,112,2020-11-02T00:00:00
PL,podlaskie,9912,141,2020-11-02T00:00:00
