country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,kujawsko-pomorskie,181008,0.06,4752,2477,16,1661,2021-06-11T00:00:00
PL,zachodniopomorskie,129860,0.09,2901,2093,18,2119,2021-06-11T00:00:00
PL,podkarpackie,126547,0.08,4428,2508,67,1381,2021-06-11T00:00:00
PL,pomorskie,192359,0.08,4432,3707,22,3049,2021-06-11T00:00:00
PL,małopolskie,5353,0.08,541,3809,32,3430,2021-06-11T00:00:00
PL,dolnośląskie,6771,0.1,520,4154,53,4151,2021-06-11T00:00:00
PL,łódzkie,5739,0.12,468,3773,47,4475,2021-06-11T00:00:00
PL,lubelskie,126721,0.14,4473,2342,34,2479,2021-06-11T00:00:00
PL,wielkopolskie,285425,0.09,7305,4057,42,5040,2021-06-11T00:00:00
PL,śląskie,9502,0.08,1178,5957,55,4302,2021-06-11T00:00:00
PL,lubuskie,74009,0.04,2035,1430,4,1296,2021-06-11T00:00:00
PL,opolskie,69890,0.05,2036,1184,9,1442,2021-06-11T00:00:00
PL,świętokrzyskie,1846,0.04,317,1513,8,1105,2021-06-11T00:00:00
PL,mazowieckie,396408,0.1,9374,9051,71,18988,2021-06-11T00:00:00
PL,podlaskie,69855,0.08,2139,1213,12,879,2021-06-11T00:00:00
PL,warmińsko-mazurskie,1904,0.06,192,1502,13,993,2021-06-11T00:00:00
