country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,kujawsko-pomorskie,91707,5.0,1687,4469,1210,14435,2021-01-08T00:00:00
PL,mazowieckie,166035,2.24,3596,6853,1407,28163,2021-01-08T00:00:00
PL,lubuskie,32935,2.31,725,1416,299,5050,2021-01-08T00:00:00
PL,podlaskie,36088,2.49,896,1229,314,4555,2021-01-08T00:00:00
PL,małopolskie,4999,1.03,203,2772,399,7875,2021-01-08T00:00:00
PL,lubelskie,68564,1.92,1974,2280,480,7154,2021-01-08T00:00:00
PL,dolnośląskie,7100,1.59,253,3276,509,10564,2021-01-08T00:00:00
PL,warmińsko-mazurskie,9437,3.42,242,2067,518,10499,2021-01-08T00:00:00
PL,podkarpackie,62070,2.3,1919,2338,539,4509,2021-01-08T00:00:00
PL,łódzkie,9147,2.23,391,3357,657,10556,2021-01-08T00:00:00
PL,śląskie,11073,1.22,386,4186,614,13437,2021-01-08T00:00:00
PL,zachodniopomorskie,67752,3.27,1121,2138,710,12879,2021-01-08T00:00:00
PL,wielkopolskie,138823,2.21,3137,4259,958,18029,2021-01-08T00:00:00
PL,świętokrzyskie,1925,0.72,84,1066,133,2574,2021-01-08T00:00:00
PL,opolskie,37821,0.98,1100,827,120,3418,2021-01-08T00:00:00
PL,pomorskie,88401,4.21,1696,4229,1052,14759,2021-01-08T00:00:00
