country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,kujawsko-pomorskie,181216,0.0,4785,1157,1,2475,2021-07-18T00:00:00
PL,opolskie,70006,0.0,2055,660,0,2258,2021-07-18T00:00:00
PL,podlaskie,70001,0.0,2149,700,1,1949,2021-07-18T00:00:00
PL,warmińsko-mazurskie,2044,0.0,212,741,0,1665,2021-07-18T00:00:00
PL,zachodniopomorskie,130080,0.0,2931,1051,2,3162,2021-07-18T00:00:00
PL,lubuskie,74068,0.01,2049,571,2,2250,2021-07-18T00:00:00
PL,mazowieckie,397022,0.03,9451,4560,20,24216,2021-07-18T00:00:00
PL,dolnośląskie,7132,0.01,585,1651,2,7787,2021-07-18T00:00:00
PL,pomorskie,192563,0.01,4486,1847,3,4616,2021-07-18T00:00:00
PL,podkarpackie,126721,0.02,4458,1958,7,2881,2021-07-18T00:00:00
PL,świętokrzyskie,1992,0.04,357,1117,6,1586,2021-07-18T00:00:00
PL,wielkopolskie,285914,0.01,7373,2015,9,7529,2021-07-18T00:00:00
PL,łódzkie,6088,0.02,508,2105,8,6879,2021-07-18T00:00:00
PL,śląskie,9932,0.01,1265,3600,7,6962,2021-07-18T00:00:00
PL,lubelskie,127051,0.03,4523,1375,7,6477,2021-07-18T00:00:00
PL,małopolskie,5661,0.02,600,3149,10,5507,2021-07-18T00:00:00
