country,nuts_2,cases,cases/100k pop.,deaths,tests,tests_positive,quarantine,datetime
PL,pomorskie,80299,4.69,1516,4343,1203,14401,2020-12-30T00:00:00
PL,kujawsko-pomorskie,83270,5.34,1458,3948,1199,14676,2020-12-30T00:00:00
PL,śląskie,4607,2.88,175,5170,1411,13097,2020-12-30T00:00:00
PL,wielkopolskie,129705,4.53,2849,5067,1688,17424,2020-12-30T00:00:00
PL,świętokrzyskie,730,1.29,44,1086,182,2381,2020-12-30T00:00:00
PL,mazowieckie,154953,2.95,3339,7768,1766,24466,2020-12-30T00:00:00
PL,opolskie,36192,2.1,1022,1061,258,3576,2020-12-30T00:00:00
PL,podkarpackie,59090,1.31,1799,1690,318,3917,2020-12-30T00:00:00
PL,lubuskie,30648,3.45,650,1472,426,5136,2020-12-30T00:00:00
PL,podlaskie,33770,3.62,810,1357,441,3993,2020-12-30T00:00:00
PL,małopolskie,1886,1.58,103,3090,598,5823,2020-12-30T00:00:00
PL,lubelskie,65144,2.9,1812,2544,649,7362,2020-12-30T00:00:00
PL,dolnośląskie,2776,2.33,98,3691,735,10596,2020-12-30T00:00:00
PL,łódzkie,3839,3.27,114,3462,887,10617,2020-12-30T00:00:00
PL,warmińsko-mazurskie,3837,6.96,83,3102,1026,10571,2020-12-30T00:00:00
PL,zachodniopomorskie,61041,5.88,989,2867,1073,13102,2020-12-30T00:00:00
