country,nuts_3,cases,datetime
CZ,Jihočeský kraj,277,2020-07-27T17:30:00
CZ,Královéhradecký kraj,278,2020-07-27T17:30:00
CZ,Kraj Vysočina,352,2020-07-27T17:30:00
CZ,Liberecký kraj,377,2020-07-27T17:30:00
CZ,Pardubický kraj,386,2020-07-27T17:30:00
CZ,Nezjištěno,395,2020-07-27T17:30:00
CZ,Karlovarský kraj,486,2020-07-27T17:30:00
CZ,Zlínský kraj,491,2020-07-27T17:30:00
CZ,Ústecký kraj,647,2020-07-27T17:30:00
CZ,Plzeňský kraj,716,2020-07-27T17:30:00
CZ,Jihomoravský kraj,873,2020-07-27T17:30:00
CZ,Olomoucký kraj,994,2020-07-27T17:30:00
CZ,Středočeský kraj,1611,2020-07-27T17:30:00
CZ,Hlavní město Praha,3171,2020-07-27T17:30:00
CZ,Moravskoslezský kraj,4367,2020-07-27T17:30:00
