country,nuts_3,cases,datetime
CZ,Nezjištěno,1464,2020-11-10T18:01:00
CZ,Karlovarský kraj,8747,2020-11-10T18:01:00
CZ,Liberecký kraj,18196,2020-11-10T18:01:00
CZ,Pardubický kraj,20428,2020-11-10T18:01:00
CZ,Kraj Vysočina,22156,2020-11-10T18:01:00
CZ,Královéhradecký kraj,23102,2020-11-10T18:01:00
CZ,Plzeňský kraj,23855,2020-11-10T18:01:00
CZ,Olomoucký kraj,26761,2020-11-10T18:01:00
CZ,Jihočeský kraj,27147,2020-11-10T18:01:00
CZ,Ústecký kraj,28294,2020-11-10T18:01:00
CZ,Zlínský kraj,29739,2020-11-10T18:01:00
CZ,Jihomoravský kraj,40808,2020-11-10T18:01:00
CZ,Moravskoslezský kraj,45528,2020-11-10T18:01:00
CZ,Hlavní město Praha,53265,2020-11-10T18:01:00
CZ,Středočeský kraj,56355,2020-11-10T18:01:00
