country,nuts_3,cases,datetime
CZ,Nezjištěno,2956,2022-06-08T04:55:00
CZ,Karlovarský kraj,85888,2022-06-08T04:55:00
CZ,Liberecký kraj,162427,2022-06-08T04:55:00
CZ,Kraj Vysočina,178169,2022-06-08T04:55:00
CZ,Pardubický kraj,201090,2022-06-08T04:55:00
CZ,Královéhradecký kraj,211150,2022-06-08T04:55:00
CZ,Zlínský kraj,219181,2022-06-08T04:55:00
CZ,Plzeňský kraj,219411,2022-06-08T04:55:00
CZ,Olomoucký kraj,229345,2022-06-08T04:55:00
CZ,Jihočeský kraj,231152,2022-06-08T04:55:00
CZ,Ústecký kraj,278065,2022-06-08T04:55:00
CZ,Jihomoravský kraj,424693,2022-06-08T04:55:00
CZ,Moravskoslezský kraj,425947,2022-06-08T04:55:00
CZ,Hlavní město Praha,514231,2022-06-08T04:55:00
CZ,Středočeský kraj,538139,2022-06-08T04:55:00
