country,nuts_3,cases,datetime
CZ,Nezjištěno,2643,2021-11-07T08:07:00
CZ,Karlovarský kraj,47223,2021-11-07T08:07:00
CZ,Liberecký kraj,83905,2021-11-07T08:07:00
CZ,Kraj Vysočina,85329,2021-11-07T08:07:00
CZ,Pardubický kraj,99206,2021-11-07T08:07:00
CZ,Zlínský kraj,99808,2021-11-07T08:07:00
CZ,Olomoucký kraj,105012,2021-11-07T08:07:00
CZ,Plzeňský kraj,107042,2021-11-07T08:07:00
CZ,Královéhradecký kraj,108207,2021-11-07T08:07:00
CZ,Jihočeský kraj,111142,2021-11-07T08:07:00
CZ,Ústecký kraj,129929,2021-11-07T08:07:00
CZ,Jihomoravský kraj,175707,2021-11-07T08:07:00
CZ,Moravskoslezský kraj,202061,2021-11-07T08:07:00
CZ,Hlavní město Praha,209483,2021-11-07T08:07:00
CZ,Středočeský kraj,249464,2021-11-07T08:07:00
